City,Year,Sport,Discipline,Event,Athlete,Gender,Country_Code,Medal
Montreal,1976,Wrestling,Wrestling Free.,90 - 100kg (heavyweight),YARYGIN  Ivan,Men,URS,Gold
Montreal,1976,Wrestling,Wrestling Free.,62 - 68kg (lightweight),KEASER  Lloyd Weldon,Men,USA,Silver
Montreal,1976,Wrestling,Wrestling Free.,82 - 90kg (light-heavyweight),MORCOV  Stelica,Men,ROU,Bronze
Montreal,1976,Wrestling,Wrestling Free.,68 - 74kg (welterweight),DZIEDZIC  Stanley Joseph  Jr.,Men,USA,Bronze
Montreal,1976,Wrestling,Wrestling Free.,52 - 57kg (bantamweight),BRÜCHERT  Hans-Dieter,Men,GDR,Silver
Montreal,1976,Wrestling,Wrestling Free.,90 - 100kg (heavyweight),HELLICKSON  Russell Owen,Men,USA,Silver
Montreal,1976,Wrestling,Wrestling Free.,52 - 57kg (bantamweight),YUMIN  Vladimir,Men,URS,Gold
Montreal,1976,Wrestling,Wrestling Free.,68 - 74kg (welterweight),BARZEGAR  Mansour,Men,IRI,Silver
Montreal,1976,Wrestling,Wrestling Free.,62 - 68kg (lightweight),PINIGIN  Pavel,Men,URS,Gold
Montreal,1976,Wrestling,Wrestling Free.,- 48kg (light-flyweight),KUDO  Akira,Men,JPN,Bronze
Montreal,1976,Wrestling,Wrestling Free.,82 - 90kg (light-heavyweight),TEDIASHVILI  Levan,Men,URS,Gold
Montreal,1976,Wrestling,Wrestling Free.,- 48kg (light-flyweight),DMITRIEV  Roman,Men,URS,Silver
Montreal,1976,Wrestling,Wrestling Free.,74 - 82kg (middleweight),NOVOZHILOV  Viktor,Men,URS,Silver
Montreal,1976,Wrestling,Wrestling Free.,48 - 52kg (flyweight),TAKADA  Yuji,Men,JPN,Gold
Montreal,1976,Wrestling,Wrestling Gre-R,62 - 68kg (lightweight),RUSU  Stefan,Men,ROU,Silver
Montreal,1976,Wrestling,Wrestling Gre-R,68 - 74kg (welterweight),BYKOV  Anatoli,Men,URS,Gold
Montreal,1976,Wrestling,Wrestling Gre-R,- 48kg (light-flyweight),BERCEANU  Gheorghe,Men,ROU,Silver
Montreal,1976,Wrestling,Wrestling Gre-R,62 - 68kg (lightweight),WEHLING  Heinz-Helmut,Men,GDR,Bronze
Montreal,1976,Wrestling,Wrestling Gre-R,52 - 57kg (bantamweight),UKKOLA  Pertti Olavi,Men,FIN,Gold
Montreal,1976,Wrestling,Wrestling Gre-R,+ 100kg (super heavyweight),KOLCHINSKY  Aleksandr,Men,URS,Gold
Montreal,1976,Wrestling,Wrestling Gre-R,90 - 100kg (heavyweight),SKRZYDLEWSKI  Andrzej,Men,POL,Bronze
Montreal,1976,Wrestling,Wrestling Gre-R,90 - 100kg (heavyweight),GORANOV  Kamen,Men,BUL,Silver
Montreal,1976,Wrestling,Wrestling Gre-R,+ 100kg (super heavyweight),TOMOV  Aleksandr,Men,BUL,Silver
Montreal,1976,Wrestling,Wrestling Gre-R,48 - 52kg (flyweight),HIRAYAMA  Koichiro,Men,JPN,Bronze
Montreal,1976,Wrestling,Wrestling Gre-R,82 - 90kg (light-heavyweight),REZANTSEV  Valeri,Men,URS,Gold
Montreal,1976,Wrestling,Wrestling Gre-R,- 48kg (light-flyweight),ANGELOV  Stefan,Men,BUL,Bronze
Montreal,1976,Wrestling,Wrestling Gre-R,68 - 74kg (welterweight),MACHA  Vitezslav,Men,TCH,Silver
Montreal,1976,Wrestling,Wrestling Gre-R,57 - 62kg (featherweight),DAVIDYAN  Nelson,Men,URS,Silver
Montreal,1976,Wrestling,Wrestling Gre-R,74 - 82kg (middleweight),CHEBOKSAROV  Vladimir,Men,URS,Silver
Montreal,1976,Wrestling,Wrestling Gre-R,48 - 52kg (flyweight),GINGA  Nicu,Men,ROU,Silver
Montreal,1976,Wrestling,Wrestling Gre-R,82 - 90kg (light-heavyweight),KWIECINSKI  Czeslaw,Men,POL,Bronze
Montreal,1976,Wrestling,Wrestling Gre-R,57 - 62kg (featherweight),RECZI  Laszlo,Men,HUN,Bronze
Montreal,1976,Wrestling,Wrestling Gre-R,74 - 82kg (middleweight),PETKOVIC  Momir,Men,YUG,Gold
Montreal,1976,Wrestling,Wrestling Gre-R,74 - 82kg (middleweight),KOLEV  Ivan,Men,BUL,Bronze
Montreal,1976,Wrestling,Wrestling Gre-R,57 - 62kg (featherweight),LIPIEN  Kazimierz,Men,POL,Gold
Montreal,1976,Wrestling,Wrestling Gre-R,62 - 68kg (lightweight),NALBANDYAN  Suren,Men,URS,Gold
Montreal,1976,Wrestling,Wrestling Gre-R,82 - 90kg (light-heavyweight),IVANOV  Stoyan,Men,BUL,Silver
Montreal,1976,Wrestling,Wrestling Gre-R,+ 100kg (super heavyweight),CODREANU  Roman,Men,ROU,Bronze
Montreal,1976,Wrestling,Wrestling Gre-R,52 - 57kg (bantamweight),MUSTAFIN  Farkhad,Men,URS,Bronze
Montreal,1976,Wrestling,Wrestling Gre-R,48 - 52kg (flyweight),KONSTANTINOV  Vitali,Men,URS,Gold
Montreal,1976,Wrestling,Wrestling Gre-R,90 - 100kg (heavyweight),BALBOSHIN  Nikolai,Men,URS,Gold
Montreal,1976,Wrestling,Wrestling Gre-R,68 - 74kg (welterweight),HELBING  Karl-Heinz,Men,FRG,Bronze
Montreal,1976,Wrestling,Wrestling Gre-R,52 - 57kg (bantamweight),FRGIC  Ivan,Men,YUG,Silver
Montreal,1976,Wrestling,Wrestling Gre-R,- 48kg (light-flyweight),SHUMAKOV  Aleksei,Men,URS,Gold
Moscow,1980,Aquatics,Diving,3m springboard,GUTHKE  Karin,Women,GDR,Bronze
Moscow,1980,Aquatics,Diving,3m springboard,PROEBER  Martina,Women,GDR,Silver
Moscow,1980,Aquatics,Diving,3m springboard,PORTNOV  Aleksandr,Men,URS,Gold
Moscow,1980,Aquatics,Diving,10m platform,AMBARTSUMYAN  David,Men,URS,Bronze
Moscow,1980,Aquatics,Diving,3m springboard,GIRON  Carlos,Men,MEX,Silver
Moscow,1980,Aquatics,Diving,10m platform,JÄSCHKE  Martina,Women,GDR,Gold
Moscow,1980,Aquatics,Diving,10m platform,ALEINIK  Vladimir,Men,URS,Silver
Moscow,1980,Aquatics,Diving,3m springboard,KALININA  Irina,Women,URS,Gold
Moscow,1980,Aquatics,Diving,3m springboard,CAGNOTTO  Giorgio Franco,Men,ITA,Bronze
Moscow,1980,Aquatics,Diving,10m platform,EMIRZIAN  Servard,Women,URS,Silver
Moscow,1980,Aquatics,Diving,10m platform,HOFFMANN  Falk,Men,GDR,Gold
Moscow,1980,Aquatics,Diving,10m platform,TSOTADZE  Liana,Women,URS,Bronze
Moscow,1980,Aquatics,Swimming,200m breaststroke,VERMES  Alban,Men,HUN,Silver
Moscow,1980,Aquatics,Swimming,4x100m medley relay,KOPLYAKOV  Sergei,Men,URS,Silver
Moscow,1980,Aquatics,Swimming,100m butterfly,METSCHUCK  Caren,Women,GDR,Gold
Moscow,1980,Aquatics,Swimming,4x200m freestyle relay,SALNIKOV  Vladimir,Men,URS,Gold
Moscow,1980,Aquatics,Swimming,100m freestyle,JOHANSSON  Per,Men,SWE,Bronze
Moscow,1980,Aquatics,Swimming,200m freestyle,KRYLOV  Andrei,Men,URS,Silver
Moscow,1980,Aquatics,Swimming,100m breaststroke,NIELSSON  Susanne Schultz,Women,DEN,Bronze
Moscow,1980,Aquatics,Swimming,4x200m freestyle relay,KRYLOV  Andrei,Men,URS,Gold
Moscow,1980,Aquatics,Swimming,200m breaststroke,BOGDANOVA  Yulia,Women,URS,Bronze
Moscow,1980,Aquatics,Swimming,100m butterfly,POLLACK  Andrea,Women,GDR,Silver
Moscow,1980,Aquatics,Swimming,200m breaststroke,VARGANOVA  Svetlana,Women,URS,Silver
Moscow,1980,Aquatics,Swimming,4x200m freestyle relay,FERNANDES  Jorge Luiz,Men,BRA,Bronze
Moscow,1980,Aquatics,Swimming,200m freestyle,BREWER  Graeme,Men,AUS,Bronze
Moscow,1980,Aquatics,Swimming,4x100m freestyle relay,LJUNGDAHL  Carina,Women,SWE,Silver
Moscow,1980,Aquatics,Swimming,4x100m medley relay,STRUNNIKOVA  Natalia,Women,URS,Bronze
Moscow,1980,Aquatics,Swimming,4x100m medley relay,BROOKS  Neil,Men,AUS,Gold
Moscow,1980,Aquatics,Swimming,400m freestyle,DIERS  Ines,Women,GDR,Gold
Moscow,1980,Aquatics,Swimming,100m breaststroke,GOODHEW  Dunkan,Men,GBR,Gold
Moscow,1980,Aquatics,Swimming,100m backstroke,RIEDEL  Petra,Women,GDR,Bronze
Moscow,1980,Aquatics,Swimming,4x200m freestyle relay,KOPLYAKOV  Sergei,Men,URS,Gold
Moscow,1980,Aquatics,Swimming,100m freestyle,KRAUSE  Barbara,Women,GDR,Gold
Moscow,1980,Aquatics,Swimming,4x100m freestyle relay,KRAUSE  Barbara,Women,GDR,Gold
Moscow,1980,Aquatics,Swimming,200m backstroke,KERRY  Mark,Men,AUS,Bronze
Moscow,1980,Aquatics,Swimming,4x100m medley relay,LOWE  David,Men,GBR,Bronze
Moscow,1980,Aquatics,Swimming,4x100m medley relay,KRUGLOVA  Elena,Women,URS,Bronze
Moscow,1980,Aquatics,Swimming,4x100m medley relay,GOODHEW  Dunkan,Men,GBR,Bronze
Moscow,1980,Aquatics,Swimming,400m freestyle,SCHNEIDER  Petra,Women,GDR,Silver
Moscow,1980,Aquatics,Swimming,400m individual medley,VERRASZTO  Zoltan,Men,HUN,Bronze
Moscow,1980,Aquatics,Swimming,200m breaststroke,ZHULPA  Robertas,Men,URS,Gold
Moscow,1980,Aquatics,Swimming,200m breaststroke,KACHUSHITE  Lina,Women,URS,Gold
Moscow,1980,Aquatics,Swimming,4x100m medley relay,POLLACK  Andrea,Women,GDR,Gold
Moscow,1980,Aquatics,Swimming,400m individual medley,SIDORENKO  Aleksandr,Men,URS,Gold
Moscow,1980,Aquatics,Swimming,200m breaststroke,MISKAROV  Arsen,Men,URS,Bronze
Moscow,1980,Aquatics,Swimming,4x200m freestyle relay,DELGADO  Ciro Marques,Men,BRA,Bronze
Moscow,1980,Aquatics,Swimming,4x100m medley relay,VASILKOVA  Elvira,Women,URS,Bronze
Moscow,1980,Aquatics,Swimming,200m butterfly,FORD  Michelle,Women,AUS,Bronze
Moscow,1980,Aquatics,Swimming,200m backstroke,VERRASZTO  Zoltan,Men,HUN,Silver
Moscow,1980,Aquatics,Swimming,1500m freestyle,CHAEV  Aleksandr,Men,URS,Silver
Moscow,1980,Aquatics,Swimming,4x100m freestyle relay,DE JONG  Reggie,Women,NED,Bronze
Moscow,1980,Aquatics,Swimming,4x100m medley relay,KELLY-HOHMANN  Margaret,Women,GBR,Silver
Moscow,1980,Aquatics,Swimming,200m freestyle,KOPLYAKOV  Sergei,Men,URS,Gold
Moscow,1980,Aquatics,Swimming,200m butterfly,HUBBLE  Philip,Men,GBR,Silver
Moscow,1980,Aquatics,Swimming,4x100m medley relay,GEWENIGER  Ute,Women,GDR,Gold
Moscow,1980,Aquatics,Swimming,200m backstroke,TREIBER  Birgit,Women,GDR,Bronze
Moscow,1980,Aquatics,Swimming,1500m freestyle,METZKER  Maxwell,Men,AUS,Bronze
Moscow,1980,Aquatics,Swimming,4x100m medley relay,ABRAHAM  Gary,Men,GBR,Bronze
Moscow,1980,Aquatics,Swimming,400m freestyle,STUKOLKIN  Ivar,Men,URS,Bronze
Moscow,1980,Aquatics,Swimming,4x100m medley relay,JAMESON  Helen,Women,GBR,Silver
Moscow,1980,Aquatics,Swimming,400m freestyle,KRYLOV  Andrei,Men,URS,Silver
Moscow,1980,Aquatics,Swimming,1500m freestyle,SALNIKOV  Vladimir,Men,URS,Gold
Moscow,1980,Aquatics,Swimming,4x200m freestyle relay,STROHBACH  Rainer,Men,GDR,Silver
Moscow,1980,Aquatics,Swimming,400m individual medley,DAVIES  Sharron Elizabeth,Women,GBR,Silver
Moscow,1980,Aquatics,Swimming,4x100m freestyle relay,ERIKSSON  Agneta,Women,SWE,Silver
Moscow,1980,Aquatics,Swimming,4x200m freestyle relay,WOITHE  Jörg,Men,GDR,Silver
Moscow,1980,Aquatics,Swimming,4x100m medley relay,MISKAROV  Arsen,Men,URS,Silver
Moscow,1980,Aquatics,Swimming,100m backstroke,BARON  Bengt,Men,SWE,Gold
Moscow,1980,Aquatics,Swimming,100m backstroke,KUZNETSOV  Viktor,Men,URS,Silver
Moscow,1980,Aquatics,Swimming,4x100m freestyle relay,MÄRTENSSON  Agneta,Women,SWE,Silver
Moscow,1980,Aquatics,Swimming,4x100m medley relay,TONELLI  Mark,Men,AUS,Gold
Moscow,1980,Aquatics,Swimming,4x100m medley relay,METSCHUCK  Caren,Women,GDR,Gold
Moscow,1980,Aquatics,Swimming,4x100m freestyle relay,VAN VELSEN  Wilma,Women,NED,Bronze
Moscow,1980,Aquatics,Swimming,400m individual medley,SCHNEIDER  Petra,Women,GDR,Gold
Moscow,1980,Aquatics,Swimming,200m backstroke,REINISCH  Rica,Women,GDR,Gold
Moscow,1980,Aquatics,Swimming,4x100m medley relay,KERRY  Mark,Men,AUS,Gold
Moscow,1980,Aquatics,Swimming,200m freestyle,DIERS  Ines,Women,GDR,Silver
Moscow,1980,Aquatics,Swimming,4x100m medley relay,GRISHCHENKOVA  Alla,Women,URS,Bronze
Moscow,1980,Aquatics,Swimming,4x100m freestyle relay,METSCHUCK  Caren,Women,GDR,Gold
Moscow,1980,Aquatics,Swimming,4x100m medley relay,SEREDIN  Evgeni,Men,URS,Silver
Moscow,1980,Aquatics,Swimming,200m butterfly,GEISSLER  Ines,Women,GDR,Gold
Moscow,1980,Aquatics,Swimming,4x200m freestyle relay,STUKOLKIN  Ivar,Men,URS,Gold
Moscow,1980,Aquatics,Swimming,100m butterfly,ARVIDSSON  Pär,Men,SWE,Gold
Moscow,1980,Aquatics,Swimming,4x100m medley relay,OSGERBY  Ann,Women,GBR,Silver
Moscow,1980,Aquatics,Swimming,100m backstroke,KLEBER  Ina,Women,GDR,Silver
Moscow,1980,Aquatics,Swimming,200m freestyle,SCHMIDT  Carmela,Women,GDR,Bronze
Moscow,1980,Aquatics,Swimming,4x100m freestyle relay,DIERS  Ines,Women,GDR,Gold
Moscow,1980,Aquatics,Swimming,4x200m freestyle relay,PFÜTZE  Frank,Men,GDR,Silver
Moscow,1980,Aquatics,Swimming,400m freestyle,SALNIKOV  Vladimir,Men,URS,Gold
Moscow,1980,Aquatics,Swimming,4x100m medley relay,EVANS  Peter,Men,AUS,Gold
Moscow,1980,Aquatics,Swimming,800m freestyle,DIERS  Ines,Women,GDR,Silver
Moscow,1980,Aquatics,Swimming,800m freestyle,FORD  Michelle,Women,AUS,Gold
Moscow,1980,Aquatics,Swimming,200m butterfly,SCHÖNROCK  Sybille,Women,GDR,Silver
Moscow,1980,Aquatics,Swimming,4x100m freestyle relay,MAAS  Annelies,Women,NED,Bronze
Moscow,1980,Aquatics,Swimming,400m individual medley,FESENKO  Sergei,Men,URS,Silver
Moscow,1980,Aquatics,Swimming,100m breaststroke,GEWENIGER  Ute,Women,GDR,Gold
Moscow,1980,Aquatics,Swimming,200m butterfly,FESENKO  Sergei,Men,URS,Gold
Moscow,1980,Aquatics,Swimming,4x100m medley relay,KUZNETSOV  Viktor,Men,URS,Silver
Moscow,1980,Aquatics,Swimming,4x200m freestyle relay,GRABS  Detlev,Men,GDR,Silver
Moscow,1980,Aquatics,Swimming,100m freestyle,HOLMERTZ  Per,Men,SWE,Silver
Moscow,1980,Aquatics,Swimming,100m freestyle,METSCHUCK  Caren,Women,GDR,Silver
Moscow,1980,Aquatics,Swimming,200m freestyle,KRAUSE  Barbara,Women,GDR,Gold
Moscow,1980,Aquatics,Swimming,4x100m freestyle relay,GUSTAFSSON  Tina,Women,SWE,Silver
Moscow,1980,Aquatics,Swimming,100m breaststroke,MISKAROV  Arsen,Men,URS,Silver
Moscow,1980,Aquatics,Swimming,4x100m freestyle relay,VAN BENTUM  Conny,Women,NED,Bronze
Moscow,1980,Aquatics,Swimming,100m butterfly,KNACKE  Christiane,Women,GDR,Bronze
Moscow,1980,Aquatics,Swimming,400m freestyle,SCHMIDT  Carmela,Women,GDR,Bronze
Moscow,1980,Aquatics,Swimming,4x100m medley relay,SMITH  Martin,Men,GBR,Bronze
Moscow,1980,Aquatics,Swimming,400m individual medley,CZOPEK  Agnieszka,Women,POL,Bronze
Moscow,1980,Aquatics,Swimming,100m butterfly,PYTTEL  Roger,Men,GDR,Silver
Moscow,1980,Aquatics,Swimming,4x200m freestyle relay,GARRIDO MADRUGA  Djan,Men,BRA,Bronze
Moscow,1980,Aquatics,Swimming,100m freestyle,DIERS  Ines,Women,GDR,Bronze
Moscow,1980,Aquatics,Swimming,100m breaststroke,VASILKOVA  Elvira,Women,URS,Silver
Moscow,1980,Aquatics,Swimming,100m butterfly,LOPEZ-ZUBERO PURCELL  David,Men,ESP,Bronze
Moscow,1980,Aquatics,Swimming,4x200m freestyle relay,MATTIOLI  Marcus Laborne,Men,BRA,Bronze
Moscow,1980,Aquatics,Swimming,800m freestyle,DÄHNE  Heike,Women,GDR,Bronze
Moscow,1980,Aquatics,Swimming,100m freestyle,WOITHE  Jörg,Men,GDR,Gold
Moscow,1980,Aquatics,Swimming,4x100m medley relay,REINISCH  Rica,Women,GDR,Gold
Moscow,1980,Aquatics,Swimming,100m breaststroke,EVANS  Peter,Men,AUS,Bronze
Moscow,1980,Aquatics,Swimming,100m backstroke,DOLGOV  Vladimir,Men,URS,Bronze
Moscow,1980,Aquatics,Swimming,4x100m medley relay,CROFT  June,Women,GBR,Silver
Moscow,1980,Aquatics,Swimming,4x100m freestyle relay,HÜLSENBECK  Sarina,Women,GDR,Gold
Moscow,1980,Aquatics,Swimming,100m backstroke,REINISCH  Rica,Women,GDR,Gold
Moscow,1980,Aquatics,Swimming,200m backstroke,WLADAR  Sandor,Men,HUN,Gold
Moscow,1980,Aquatics,Swimming,200m butterfly,PYTTEL  Roger,Men,GDR,Bronze
Moscow,1980,Aquatics,Swimming,200m backstroke,POLIT  Cornelia,Women,GDR,Silver
Moscow,1980,Aquatics,Water polo,water polo,ROJE  Zoran,Men,YUG,Silver
Moscow,1980,Aquatics,Water polo,water polo,RUDIC  Ratko,Men,YUG,Silver
Moscow,1980,Aquatics,Water polo,water polo,LOZICA  Bosko,Men,YUG,Silver
Moscow,1980,Aquatics,Water polo,water polo,MANOJLOVIC  Predrag,Men,YUG,Silver
Moscow,1980,Aquatics,Water polo,water polo,VEZILIC  Luka,Men,YUG,Silver
Moscow,1980,Aquatics,Water polo,water polo,FARAGO  Tamas,Men,HUN,Bronze
Moscow,1980,Aquatics,Water polo,water polo,POLIC  Damir,Men,YUG,Silver
Moscow,1980,Aquatics,Water polo,water polo,GOPCEVIC  Zoran,Men,YUG,Silver
Moscow,1980,Aquatics,Water polo,water polo,SHAGAEV  Erkin,Men,URS,Gold
Moscow,1980,Aquatics,Water polo,water polo,MOLNAR  Endre,Men,HUN,Bronze
Moscow,1980,Aquatics,Water polo,water polo,MUSTUR  Zoran,Men,YUG,Silver
Moscow,1980,Aquatics,Water polo,water polo,HORKAI  Gyorgy,Men,HUN,Bronze
Moscow,1980,Aquatics,Water polo,water polo,IVANOV  Mikhail,Men,URS,Gold
Moscow,1980,Aquatics,Water polo,water polo,BEBIC  Milivoj,Men,YUG,Silver
Moscow,1980,Aquatics,Water polo,water polo,SHARONOV  Evgeni,Men,URS,Gold
Moscow,1980,Aquatics,Water polo,water polo,TRIFUNOVIC  Slobodan,Men,YUG,Silver
Moscow,1980,Aquatics,Water polo,water polo,SUDAR  Attila,Men,HUN,Bronze
Moscow,1980,Aquatics,Water polo,water polo,KOTENKO  Sergei,Men,URS,Gold
Moscow,1980,Aquatics,Water polo,water polo,MSCHVENIERADZE  Georgi,Men,URS,Gold
Moscow,1980,Aquatics,Water polo,water polo,BARKALOV  Aleksei,Men,URS,Gold
Moscow,1980,Aquatics,Water polo,water polo,KABANOV  Aleksandr,Men,URS,Gold
Moscow,1980,Aquatics,Water polo,water polo,AKIMOV  Vladimir,Men,URS,Gold
Moscow,1980,Aquatics,Water polo,water polo,HAUSZLER  Karoly,Men,HUN,Bronze
Moscow,1980,Aquatics,Water polo,water polo,UDVARDI  Istvan,Men,HUN,Bronze
Moscow,1980,Aquatics,Water polo,water polo,SOBCHENKO  Viacheslav,Men,URS,Gold
Moscow,1980,Aquatics,Water polo,water polo,KUNCZ  Laszlo,Men,HUN,Bronze
Moscow,1980,Aquatics,Water polo,water polo,CSAPO  Gabor,Men,HUN,Bronze
Moscow,1980,Aquatics,Water polo,water polo,KISS  Istvan,Men,HUN,Bronze
Moscow,1980,Aquatics,Water polo,water polo,KRIVOKAPIC  Milorad,Men,YUG,Silver
Moscow,1980,Aquatics,Water polo,water polo,GRISHIN  Evgeni,Men,URS,Gold
Moscow,1980,Aquatics,Water polo,water polo,SZIVOS  Istvan,Men,HUN,Bronze
Moscow,1980,Aquatics,Water polo,water polo,GERENDAS  Gyorgy,Men,HUN,Bronze
Moscow,1980,Aquatics,Water polo,water polo,RIISMAN  Mait,Men,URS,Gold
Moscow,1980,Archery,Archery,individual FITA round,MERILUOTO-AALTONEN  Paivi,Women,FIN,Bronze
Moscow,1980,Archery,Archery,individual FITA round,LOSABERIDZE  Keto,Women,URS,Gold
Moscow,1980,Archery,Archery,individual FITA round,BUTUZOVA  Natalia,Women,URS,Silver
Moscow,1980,Archery,Archery,individual FITA round,FERRARI  Giancarlo,Men,ITA,Bronze
Moscow,1980,Archery,Archery,individual FITA round,POIKOLAINEN  Tomi,Men,FIN,Gold
Moscow,1980,Archery,Archery,individual FITA round,ISACHENKO  Boris,Men,URS,Silver
Moscow,1980,Athletics,Athletics,4x100m relay,SMALLWOOD-COOK  Kathryn,Women,GBR,Bronze
Moscow,1980,Athletics,Athletics,shot put,KISELEV  Vladimir,Men,URS,Gold
Moscow,1980,Athletics,Athletics,4x100m relay,ECKERT-WÖCKEL  Bärbel,Women,GDR,Gold
Moscow,1980,Athletics,Athletics,shot put,BARYSHNIKOV  Aleksandr,Men,URS,Silver
Moscow,1980,Athletics,Athletics,1500m,OVETT  Steve,Men,GBR,Bronze
Moscow,1980,Athletics,Athletics,4x100m relay,AKSININ  Aleksandr,Men,URS,Gold
Moscow,1980,Athletics,Athletics,high jump,KIELAN  Urszula,Women,POL,Silver
Moscow,1980,Athletics,Athletics,4x100m relay,PANZO  Herman,Men,FRA,Bronze
Moscow,1980,Athletics,Athletics,800m,KIROV  Nikolai,Men,URS,Bronze
Moscow,1980,Athletics,Athletics,javelin throw,MAKAROV  Aleksandr,Men,URS,Silver
Moscow,1980,Athletics,Athletics,4x400m relay,LÖWE  Gabriele,Women,GDR,Silver
Moscow,1980,Athletics,Athletics,4x400m relay,MACGREGOR  Janine,Women,GBR,Bronze
Moscow,1980,Athletics,Athletics,javelin throw,HOMMOLA  Ute,Women,GDR,Bronze
Moscow,1980,Athletics,Athletics,1500m,OLIZARENKO  Nadezhda,Women,URS,Bronze
Moscow,1980,Athletics,Athletics,4x100m relay,DUNECKI  Leszek,Men,POL,Silver
Moscow,1980,Athletics,Athletics,4x100m relay,GODDARD-CALLENDER  Beverley,Women,GBR,Bronze
Moscow,1980,Athletics,Athletics,10000m,YIFTER  Miruts,Men,ETH,Gold
Moscow,1980,Athletics,Athletics,4x100m relay,SIDOROV  Nikolai,Men,URS,Gold
Moscow,1980,Athletics,Athletics,javelin throw,GUNBA  Saida,Women,URS,Silver
Moscow,1980,Athletics,Athletics,long jump,DOMBROWSKI  Lutz,Men,GDR,Gold
Moscow,1980,Athletics,Athletics,4x400m relay,MARKIN  Viktor,Men,URS,Gold
Moscow,1980,Athletics,Athletics,4x400m relay,MALINVERNI  Stefano,Men,ITA,Bronze
Moscow,1980,Athletics,Athletics,50km walk,IVCHENKO  Evgeni,Men,URS,Bronze
Moscow,1980,Athletics,Athletics,marathon,DZHUMANAZAROV  Setymkul,Men,URS,Bronze
Moscow,1980,Athletics,Athletics,hammer throw,SEDYKH  Yuri,Men,URS,Gold
Moscow,1980,Athletics,Athletics,4x100m relay,KOMISOVA  Vera,Women,URS,Silver
Moscow,1980,Athletics,Athletics,pole vault,KOZAKIEWICZ  Wladyslaw,Men,POL,Gold
Moscow,1980,Athletics,Athletics,4x100m relay,ZWOLINSKI  Krzysztof,Men,POL,Silver
Moscow,1980,Athletics,Athletics,1500m,COE  Sebastian,Men,GBR,Gold
Moscow,1980,Athletics,Athletics,high jump,WESSIG  Gerd,Men,GDR,Gold
Moscow,1980,Athletics,Athletics,pentathlon,TKACHENKO  Nadezhda,Women,URS,Gold
Moscow,1980,Athletics,Athletics,10000m,KEDIR  Mohammed,Men,ETH,Bronze
Moscow,1980,Athletics,Athletics,800m,OLIZARENKO  Nadezhda,Women,URS,Gold
Moscow,1980,Athletics,Athletics,triple jump,SANEEV  Viktor,Men,URS,Silver
Moscow,1980,Athletics,Athletics,50km walk,GAUDER  Hartwig,Men,GDR,Gold
Moscow,1980,Athletics,Athletics,long jump,PODLUZHNYI  Valeri,Men,URS,Bronze
Moscow,1980,Athletics,Athletics,4x400m relay,BREHMER-LATHAN  Christina,Women,GDR,Silver
Moscow,1980,Athletics,Athletics,400m hurdles,BECK  Volker,Men,GDR,Gold
Moscow,1980,Athletics,Athletics,10000m,MAANINKA  Kaarlo,Men,FIN,Silver
Moscow,1980,Athletics,Athletics,20km walk,DAMILANO  Maurizio,Men,ITA,Gold
Moscow,1980,Athletics,Athletics,4x400m relay,TOZZI  Roberto,Men,ITA,Bronze
Moscow,1980,Athletics,Athletics,4x400m relay,ZULIANI  Mauro,Men,ITA,Bronze
Moscow,1980,Athletics,Athletics,discus throw,SCHLAAK-JAHL  Evelin,Women,GDR,Gold
Moscow,1980,Athletics,Athletics,200m,ECKERT-WÖCKEL  Bärbel,Women,GDR,Gold
Moscow,1980,Athletics,Athletics,4x100m relay,ANISIMOVA  Vera,Women,URS,Silver
Moscow,1980,Athletics,Athletics,5000m,MAANINKA  Kaarlo,Men,FIN,Bronze
Moscow,1980,Athletics,Athletics,4x100m relay,PROKOFIEV  Andrei,Men,URS,Gold
Moscow,1980,Athletics,Athletics,3000m steeplechase,TURA  Eshetu,Men,ETH,Bronze
Moscow,1980,Athletics,Athletics,long jump,WUJAK  Brigitte,Women,GDR,Silver
Moscow,1980,Athletics,Athletics,hammer throw,TAMM  Yuri,Men,URS,Bronze
Moscow,1980,Athletics,Athletics,800m,PROVIDOKHINA  Tatiana,Women,URS,Bronze
Moscow,1980,Athletics,Athletics,1500m,STOLL-WARTENBERG  Christiane,Women,GDR,Silver
Moscow,1980,Athletics,Athletics,400m hurdles,OAKES  Gary,Men,GBR,Bronze
Moscow,1980,Athletics,Athletics,4x400m relay,MACDONALD  Linsey,Women,GBR,Bronze
Moscow,1980,Athletics,Athletics,400m,MARKIN  Viktor,Men,URS,Gold
Moscow,1980,Athletics,Athletics,400m,BREHMER-LATHAN  Christina,Women,GDR,Bronze
Moscow,1980,Athletics,Athletics,discus throw,RASHCHUPKIN  Viktor,Men,URS,Gold
Moscow,1980,Athletics,Athletics,4x400m relay,PROBERT-SCUTT  Michelle,Women,GBR,Bronze
Moscow,1980,Athletics,Athletics,pole vault,VOLKOV  Konstantin,Men,URS,Silver
Moscow,1980,Athletics,Athletics,3000m steeplechase,MALINOWSKI  Bronislaw,Men,POL,Gold
Moscow,1980,Athletics,Athletics,javelin throw,KULA  Dainis,Men,URS,Gold
Moscow,1980,Athletics,Athletics,shot put,BEYER  Udo,Men,GDR,Bronze
Moscow,1980,Athletics,Athletics,100m hurdles,SCHALLER-KLIER  Johanna,Women,GDR,Silver
